code_9d,code_6d,system,subcode,description,source_file
044-014-027,,044,014,Hose - Feed High Pressure (HFUI),VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-002-000,,094,002,"Hose - Loading, Sanitary Dry Hoddet",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-001-110,,044,001,"Hose - Filler Neck, Fuel Tank",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-002-013,,094,002,"Hose - Loading, Cryogenic Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
061-012-012,,061,012,Hose - Filter Box Assembly to Vacuum Assembly,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
049-001-025,,049,001,"Hose - Low Pressure, Oil Cooler, Hydraulic",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-013-008,,094,013,Hose - Flammable Gas Product,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-001-013,,044,001,Hose - Flexible,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
049-001-019,,049,001,"Hose - Low Pressure, Pilot Pump, Hydraulic",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-002-058,,045,002,"Hose - Flexible, Multiple Positions",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
013-010-511,,013,010,Hose - Four-In-One,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
049-001-021,,049,001,"Hose - Low Pressure, Power Split Drive Unit,",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
003-001-149,,003,001,Hose - Fuel Pressure,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
053-006-149,,053,006,Hose - Fuel lank,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
049-003-003,,049,003,"Hose - Low Pressure, Reservoir, Hydraulic",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
151-001-105,,151,001,"Hose - Fuel, Fuel Fliter, APU",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-001-011,,002,001,Hyprid,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
100-000-015,,100,000,"Hose - Gland Port of Shield Cylinder, Booth,Mower",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
,000-002,000,002,Hose - Metal I NG,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
168-006-014,,168,006,"Hose - Gland Port Botary Cylinder, Boom",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-005-002,,042,005,Hose - Molded (Multiple Positions),VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
100-000-014,,100,000,Mower,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
013-009-136,,013,009,"Hose - Molded Air Intake, Compressor",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
053-006-108,,053,006,Hose - Grease Gun,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-013-002,,094,013,Hose - Non-Abrasive Drv Product,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-065-004,,002,065,Hose - Headlamp Washer,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-013-009,,094,013,Hose - Nonflammable Gas Product,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-001-007,,041,001,Hose - Heat Air Pipe Adapter,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-018-073,,002,018,Hose - Nylon,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-093,,043,007,"Hose - Heated Return, Pump to Tank",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
027-039-020,,027,039,Hose - Oil Cooler,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-087,,043,007,"Hose - Heated Supply, Pump to Metering Device",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
026-013-017,,026,013,"Hose - Oil Cooler, Manual Transmission",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-084,,043,007,"Hose - Heated Supply, Tank to Pump",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-004-021,,043,004,"Hose - Oil Drain, Turbocharger",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-199,,043,007,"Hose - Heated, Supply/Return, DEF",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-010-017,,045,010,Hose - Oil Fill,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-009-024,,044,009,Hose - Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
026-013-024,,026,013,Hose - OII Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-007-030,,045,007,Hose - Oil Separator,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-030,,043,007,Hose Oil Supply Turbochargor,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-004-000,,043,004,"Hose - Oli Supply, Turbocharger",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
017-009-037,,017,009,Hose Outlet,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-008-076,,082,008,Hose - Outlet,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-004-011,,041,004,"Hose - Outlet, Charge Alr Cooler",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
048-001-101,,048,001,"Hose - Outlet, Cooling System, Inverter, Hybrid",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-033-014,,082,033,"Hose - Outlet, Expansion Tank, Reefer",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
001-001-080,,001,001,Hose - Outside Air Inlet,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
017-009-009,,017,009,Hose - Outside Tire,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-002-059,,042,002,"Hose - Overflow, Recovery",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-013-004,,094,013,Hose - Petroleum Liquid Product,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-002-067,,045,002,Hose - Plain (Stick Hose),VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-008-002,,042,008,Hose - Power Plant To Coolant Tank,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-010-004,,042,010,Hose - Pre-Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
065-007-006,,065,007,Hose - Pressure,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
026-011-152,,026,011,Hose - PTO Cover,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-021,,094,005,"Hose - Pump Off, Petroleum Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
001-003-046,,001,003,"Hose - Pump to Check Valve, Auxiliary Heater",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-018,,094,005,"Hose - Pump-Off, Abrasive Dry Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-022,,094,005,"Hose - Pump-Off, Chemical Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-023,,094,005,"Hose - Pump-Off, Corrosive Chemical Liquid",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-019,,094,005,"Hose - Pump-Off, Nonabrasive Dry Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-020,,094,005,"Hose - Pump-Off, Sanitary Dry Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-005-024,,094,005,"Hose - Pump-Off, Sanitary Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
053-008-024,,053,008,Hose - Push-Lock Type,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-061,,042,004,"Hose - Radiator, Universal",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
048-001-104,,048,001,"Hose - Radiator, Inverter, Hybrid",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-015,,042,004,"Hose - Radiator, Lower",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
151-001-230,,151,001,"Hose - Radiator, Lower, APU",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-014,,042,004,"Hose - Radiator, Upper",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
151-001-229,,151,001,"Hose - Radiator, Upper APU",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-011-009,,082,011,Hose - Receiver/Drier To Expansion Valve,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-031-007,,082,031,Hose - Receiver/Drier To Expansion Valve,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
151-003-005,,151,003,Hose - Refrigerant APU,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-010-038,,044,010,Hose - Regulator to Carburetor,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
065-007-007,,065,007,Hose - Beturn,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
,027-016,027,016,Hose - Return Bus Entrance Sten Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
174-026-016,,174,026,"Hose - Return, Bus Passanger Heater",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-002-086,,042,002,"Hose - Return, Cooler",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-002-000,,042,002,Hose Doturn Low Tomporature Dadiator,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-002,,042,004,"Hose - Return, Low Temperature Radiator",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-013-003,,094,013,Hose - Sanitary Liquid Droduct,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-001-104,,041,001,Hose - Sanitary Liquid Product,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
001-004-040,,001,004,"Hose - Silicone, Sleeper",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
010-018-002,,010,018,Hose - Slider,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
108-001-080,,108,001,"Hose - Sprayer, wetcut, Mower",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
053-006-152,,053,006,Hose - Steam Cleaner,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-007-047,,045,007,Hose - Steam Crossover,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
017-009-018,,017,009,Hose - Steering Axle,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-050,,042,004,Hose - Stick,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
013-007-028,,013,007,Hose - Stop Lamp Switch,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
065-007-008,,065,007,Hose - Suction,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-011-010,,082,011,"Hose - Suction, Evaporator To Comp",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
082-031-008,,082,031,"Hose - Suction, Evaporator To Compressor",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-017-003,,045,017,Hose - Supply,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-007-090,,043,007,"Hose - Supply, Metering Device to Injector",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
174-027-015,,174,027,"Hose - Supply, Bus Entrance Step Heater",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
174-026-015,,174,026,"Hose - Supply, Bus Passenger Heater",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-063,,042,004,"Hose - Supply, Low Temperature Radiator",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-002-061,,042,002,Hose - Surge Tank,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
065-006-017,,065,006,Hose - Tank to Filter,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
061-012-009,,061,012,Hose - Tank to Filter Box Assembly,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-010-032,,044,010,Hose - Tank to Main Fuel Line,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-008,,094,004,"Hose - Unloading, Chemical Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-009,,094,004,"Hose - Unloading, Corrosive Chemical Liquid",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-011,,094,004,"Hose - Unloading, Flammable Gas Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-005,,094,004,"Hose - Unloading, Nonabrasive Dry Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-012,,094,004,"Hose - Unloading, Nonflammable Gas Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-007,,094,004,"Hose - Unloading, Petroleum Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-006,,094,004,"Hose - Unloading, Sanitary Dry Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-004-010,,094,004,"Hose - Unloading, Sanitary Liquid Product",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-002-008,,041,002,Hose - Vacuum Balance Tube,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-001-009,,041,001,"Hose - Vacuum, Climatic Combustion Control",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-011-058,,044,011,"Hose - Vacuum, Cruise Control",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
001-002-026,,001,002,"Hose - Vacuum, Heater & Ventilator",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
061-011-011,,061,011,"Hose - Vacuum, Squeegee",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
055-010-010,,055,010,Hose - Valve to Lift Cylinder,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
098-019-018,,098,019,"Hose - Valve, Bulk Product Transfer",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-007-015,,094,007,Hose - Vapor Recovery,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
032-001-031,,032,001,Hose - Vent Battery,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-017-018,,045,017,"Hose - Vent, Auto OII FIII",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-001-007,,002,001,"Hose - Washer, Liligale",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-007-009,,042,007,Hose - Water Filter,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
001-002-022,,001,002,Hose - Water Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-012-035,,045,012,"Hose - Water Inlet, Oil Cooler",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-004-017,,042,004,Hose - Water Outlet Sleeve,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-012-036,,045,012,"Hose - Water Outlet, Oil Cooler",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
053-015-005,,053,015,Hose - Welding,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
043-001-003,,043,001,Hose & Connector - Air Injection Reactor Pump,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
042-006-005,,042,006,Hose &/Or Tube - Thermostat Bypass,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
017-008-006,,017,008,"Hose Assembly - Air Balance, Dual Tires",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-027-093,,002,027,Hose Assembly - Air Seat,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-008-019,,094,008,Hose Assembly - Air Supply,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-027-121,,002,027,Hose Assembly - Collant Supply Charge Air,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
041-004-041,,041,004,Cooler,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
045-012-047,,045,012,Hose Assembly - Engine Oil Cooler,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
044-009-025,,044,009,Hose Assembly - Fuel Heater,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
162-003-003,,162,003,Hose Assembly - Hydraulic,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
023-001-098,,023,001,Hose Assembly - Hydraulic Clutch,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
068-003-012,,068,003,"Hose Assembly - Lift, Boom",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
002-027-118,,002,027,Hose Assembly - Lumbar,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
068-003-016,,068,003,Hose Assembly - Pedestal,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
015-005-001,,015,005,Hose Assembly - Power Cylinder,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
015-015-011,,015,015,Hose Assembly - Prossure Line,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-006-019,,094,006,Hose Assembly - Reel,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
015-005-005,,015,005,Hose Assembly - Return Line,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
015-005-065,,015,005,Hose Assembly - Suction,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
068-003-015,,068,003,Hose Assembly - Turntable,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
174-032-032,,174,032,Hose Assembly - Wheelchair Ramp Mechanism,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-009-007,,094,009,Hose Assembly W/Fittings - Blowdown,VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-001-002,,094,001,"Hose Assembly W/Fittings - Crossover, Left",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-001-001,,094,001,"Hose Assembly W/Fittings - Crossover, Right",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
094-008-001,,094,008,"Hose Assembly W/Fittings - Jumper, Air Supply",VMRS_HB_COMPLETE_v20 page 6_pages_26-50.md
