PART,MANUFACTURER,DESCRIPTION,SYSTEM,COMPONENT,ASSEMBLY,constructed_code
CC3Z-9628-A,FORD MOTOR CO,AIR FILTER LID CLAMP,41,1,2,041-001-002
CC-625-040,CHROMIANCE,"CONNECTOR, KIT",34,4,107,034-004-107
CC-625-260,CHROMIANCE,"CONNECTOR, HEADLIGHT, KIT",34,4,107,034-004-107
CC-625-270-1,CHROMIANCE,"CONNECTOR, KIT",30,0,0,030-000-000
CC-650-090,CHROMIANCE,CONNECTOR KIT,42,0,0,042-000-000
CC-650-130,CHROMIANCE,"CONNECTOR, KIT",40,0,0,040-000-000
CC-650-160,CHROMIANCE,CONNECTOR KIT,30,0,0,030-000-000
CC-650-385-1,CHROMIANCE,"KIT, CONNECTOR",34,0,0,034-000-000
CC-650-465,CHROMIANCE,CONNECTOR KIT,37,1,3,037-001-003
CC-650-950,CHROMIANCE,"CONNECTOR KIT, 3 POS MARKER",34,4,107,034-004-107
CC-675-255,CHROMIANCE,CONNECTOR KIT,34,4,107,034-004-107
CC-675-265,CHROMIANCE,CONNECTOR KIT,34,2,0,034-002-000
CC-750-155,CHROMIANCE,"CONNECTOR, ELECTRICAL",53,17,4,053-017-004
CC-750-585,CHROMIANCE,"KIT, CONNECTOR",43,0,0,043-000-000
CC813-7,ANCHOR MOUNTS,"CORD, 7-WAY, CAMERA",36,1,20,036-001-020
CCA3000,KALMAR LMV,"FRONT, SERVICE ,BRAKE ,CHAMBER",13,18,,013-018-000
CCB216,MERITOR N.A.,"BEARING, CENTRE, SUPPORT",24,2,7,024-002-007
CE4118F,CONNECT EXPERTS,CONNECTOR,53,7,1,053-007-001
CEA-08-08,PIRTEK,ELBOW UNO X JIC M/M 90 DEG,53,8,4,053-008-004
CF105,POWER PRODUCTS,CHROME FRT HUB CAP,18,0,,018-000-000
CF105ST,FLEETPRIDE,TIRE PRESSURE MONITOR SYSTEM,17,9,1,017-009-001
CF188,ACDELCO,"FILTER, AIR, CABIN",1,1,219,001-001-219
CF19501C,CLIMATECH INDS,"FILTER, AIR, CABIN",1,1,219,001-001-219
CF596001,"PACCAR, INC.","VALVE, BYPASS",42,2,53,042-002-053
CH24063,COLE HERSEE CO,SOLENOID 24V,266,0,0,266-000-000
CHD5014520,"PACCAR, INC.","VALVE, BRAKE W/ PEDAL",13,10,411,013-010-411
CHR 35058XT,"SKF INDS, INC.","SEAL, OIL - WHEEL",18,1,4,018-001-004
CHR 35066,CHICAGO RAWHIDE MFG,"SEAL- OIL,FR STEER,SCOTSEAL",18,7,,018-007-000
CHR 47697,"SKF INDS, INC.","SEAL, OIL - WHEEL",18,2,11,018-002-011
CHR/1612,CHICAGO RAWHIDE MFG,SEAL,18,1,26,018-001-026
CJ5Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",41,1,5,041-001-005
CK4488CL,EATON CORP,CLUTCH,27,0,0,027-000-000
CK4494CL,EATON CORP,HD ENDURANT CLUTCH KIT,27,4,,027-004-000
CK4K-61105A38-A,FORD MOTOR CO,PLATE,16,1,26,016-001-026
CK4Z-1007-B,FORD MOTOR CO,"WHEEL, STEEL 6.5X16 D2XADO BLK",18,0,0,018-000-000
CK4Z-10346-A,FORD MOTOR CO,ALTERNATOR,31,1,1,031-001-001
CK4Z-1104-G,FORD MOTOR CO,HUB ASSY WHEEL,18,1,1,018-001-001
CK4Z-1109-E,FORD MOTOR CO,HUB ASSY,18,2,1,018-002-001
CK4Z-1125-H,FORD MOTOR CO,"ROTOR, BRAKE -FRONT",13,1,104,013-001-104
CK4Z-1130-J,FORD MOTOR CO,"COVER WHEEL, HUB",18,0,0,018-000-000
CK4Z-1215-E,FORD MOTOR CO,"KIT, BEARING, WHEEL",18,5,3,018-005-003
CK4Z12B591A,FORD MOTOR CO,EXHAUST TEMP,43,6,6,043-006-006
CK4Z12B591B,FORD MOTOR CO,EXHAUST TEMP,43,6,6,043-006-006
CK4Z-13008-L,FORD MOTOR CO,"ASSY, HEADLIGHT",34,1,134,034-001-134
CK4Z-13404-K,FORD MOTOR CO,"LIGHT, TAIL, ASSY",34,2,0,034-002-000
CK4Z-13405-GCP,FORD MOTOR CO,LAMP ASSY,34,2,0,034-002-000
CK4Z-16C630-AC,FORD MOTOR CO,"ASSY, HOOD SCOOP",2,4,237,002-004-237
CK4Z-17618-C,FORD MOTOR CO,"RESEVIOR, FLUID, W/WASHERS",2,35,22,002-035-022
CK4Z-17682-FB,FORD MOTOR CO,MIRROR,2,10,0,002-010-000
CK4Z-17683-HB,FORD MOTOR CO,MIRROR ASSEMBLY LH,2,10,6,002-010-006
CK4Z-17A605-C,FORD MOTOR CO,"HOSE, LOWER WINDSHIELD WASHER",0,0,0,000-000-000
CK4Z-17D742-B,FORD MOTOR CO,"COVER, LOWER MIRROR",2,10,87,002-010-087
CK4Z-17F774-DD,FORD MOTOR CO,BUMPER END CAP,2,0,0,002-000-000
CK4Z-17K707-D,FORD MOTOR CO,REAR VIEW MIRROR GLASS,2,24,0,002-024-000
CK4Z-18124-E,FORD MOTOR CO,SUSPENSION STRUT,16,3,1,016-003-001
CK4Z-18472-KB,FORD MOTOR CO,"HOSE, HEATER, HVAC",1,2,22,001-002-022
CK4Z-18472-KF,FORD MOTOR CO,"HOSE, HEATER, HVAC",1,2,22,001-002-022
CK4Z-18C618-L,FORD MOTOR CO,WIRING INSTRUME HARNESS,34,6,1,034-006-001
CK4Z-19712-C,FORD MOTOR CO,"CONDENSER, ASSY",1,1,62,001-001-062
CK4Z-19H405-C,FORD MOTOR CO,"MODULE, CAMERA, REARVIEW",36,3,7,036-003-007
CK4Z-1K353-F,FORD MOTOR CO,SPARE TIRE CARRIER,17,2,0,017-002-000
CK4Z-2001-4,FORD MOTOR CO,"PADS, BRAKE, FRONT",13,1,139,013-001-139
CK4Z-2001-B,FORD MOTOR CO,"PADS, BRAKE, FRONT",13,1,139,013-001-139
CK4Z-2063-A,FORD MOTOR CO,"RESERVOIR, BRAKE, FLUID",13,6,38,013-006-038
CK4Z-2200-C,FORD MOTOR CO,"BRAK PADS, REAR",13,2,,013-002-000
CK4Z-2420-M,FORD MOTOR CO,VACUUM TUBE,1,0,,001-000-000
CK4Z-2552-C,FORD MOTOR CO,"CALIPER, BRAKE",13,2,122,013-002-122
CK4Z-2553-C,FORD MOTOR CO,"CALIPER, BRAKE",13,2,123,013-002-123
CK4Z-2A635-V,FORD MOTOR CO,PARKING BRAKE CABLE ASSY,13,3,12,013-003-012
CK4Z-2A635-Y,FORD MOTOR CO,PARKING BRAKE ASSY,13,3,12,013-003-012
CK4Z-2B292-P,FORD MOTOR CO,"SUPPORT, CALIPER",13,17,0,013-017-000
CK4Z-2B292-R,FORD MOTOR CO,"BRACKET, CALIPER",13,17,14,013-017-014
CK4Z-2B511-J,FORD MOTOR CO,"BRACKET, CALIPER",13,2,123,013-002-123
CK4Z-2B511-K,FORD MOTOR CO,"BRACKET, CALIPER",13,17,2,013-017-002
CK4Z-2C026-C,FORD MOTOR CO,"ROTOR, BRAKE REAR",13,2,1,013-002-001
CK4Z-2C150-D,FORD MOTOR CO,DISC CALIPER GUIDE PIN BOLT,13,1,129,013-001-129
CK4Z-2L524-A,FORD MOTOR CO,SENSOR ASY,43,2,1,043-002-001
CK4Z-3078-A,FORD MOTOR CO,"LOWER CONTROL ARM, RIGHT",16,21,0,016-021-000
CK4Z-3079-A,FORD MOTOR CO,"LOWER CONTROL ARM, LEFT",16,21,0,016-021-000
CK4Z-3A674-C,FORD MOTOR CO,PUMP ASSY,15,5,0,015-005-000
CK4Z-4R602-CF,FORD MOTOR CO,DRIVE SHAFT,24,1,1,024-001-001
CK4Z-5427936-H,FORD MOTOR CO,"HOUSING, FUEL FILLER",44,0,0,044-000-000
CK4Z-5427936-J,FORD MOTOR CO,"FUEL,FILLER,HOUSING",44,1,67,044-001-067
CK4Z-5K286-B,FORD MOTOR CO,HEAT SHIELD,43,3,42,043-003-042
CK4Z-6104104-BC,FORD MOTOR CO,SUN VISOR,2,9,1,002-009-001
CK4Z-6104105-BB,FORD MOTOR CO,"VISOR,ASSEMBLY,SUN",2,9,18,002-009-018
CK4Z-6110624-D,FORD MOTOR CO,CROSS MEMBER,14,1,5,014-001-005
CK4Z-6120708-B,FORD MOTOR CO,DOOR WEATHERSTRIP,2,17,23,002-017-023
CK4Z-6122666-A,FORD MOTOR CO,HANDLE,71,0,0,071-000-000
CK4Z-61404A06-D,FORD MOTOR CO,"STRIP, WEATHER",2,39,0,002-039-000
CK4Z-61405A26-B,FORD MOTOR CO,"FUEL, TANK,ACCESS,DOOR",44,1,2,044-001-002
CK4Z-6143288-A,FORD MOTOR CO,"LATCH, DOOR PASS SIDE",2,20,21,002-020-021
CK4Z-6A642-A,FORD MOTOR CO,"OIL, COOLER",40,0,0,040-000-000
CK4Z-7A098-A,FORD MOTOR CO,"FILTER, OIL, TRANSMISSION",27,36,8,027-036-008
CK4Z-8260-E,FORD MOTOR CO,"HOSE, RADIATOR, UPPER",42,4,14,042-004-014
CK4Z-8620-A,FORD MOTOR CO,"BELT, SERPENTINE",45,2,73,045-002-073
CK4Z-8B081-C,FORD MOTOR CO,"HOSE, COOLANT OVERFLOW",53,8,3,053-008-003
CK4Z-9002-E,FORD MOTOR CO,"FUEL,TANK,ASSEMBLY",44,1,1,044-001-001
CK4Z-9155-J,FORD MOTOR CO,"FILTER, FUEL",44,2,1,044-002-001
CK4Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",41,1,,041-001-000
CK4Z-9661-C,FORD MOTOR CO,"COVER, HOUSING, FILTER, AIR",41,1,28,041-001-028
CK4Z-99644A23-BA,FORD MOTOR CO,"ARMREST, SEAT",2,27,257,002-027-257
CK4Z-9C623-C,FORD MOTOR CO,"HOSE, ENGINE INTAKE",41,1,3,041-001-003
CK4Z-9D378-D,FORD MOTOR CO,SENSOR - N,40,0,0,040-000-000
CK4Z-9D378-F,FORD MOTOR CO,"SENSOR, NOX TRAP TEMP",43,7,219,043-007-219
CK4Z-9F472-A,FORD MOTOR CO,"OXYGEN, SENSOR",45,21,11,045-021-011
CK4Z-9F476-A,FORD MOTOR CO,HOSE,42,0,0,042-000-000
CK4Z-9F836-C,FORD MOTOR CO,"pedal, accelerator",44,7,32,044-007-032
CK4Z-9H307-C,FORD MOTOR CO,"PUMP, FUEL",44,3,1,044-003-001
CK4Z-9H307-F,FORD MOTOR CO,"PUMP,FUEL,SENDER,ASSY",44,3,1,044-003-001
CKY2-2420-M,FORD MOTOR CO,VACUUM TUBE,1,0,,001-000-000
CKYZ-2063-A,FORD MOTOR CO,BRAKE FLUID RESERVOIR,13,0,,013-000-000
CL2795599,CROWN,SHEAVE- HOSE,266,4,0,266-004-000
CL3Z-10732-B,FORD MOTOR CO,TRAY ASSY,2,35,1,002-035-001
CL-700-4-450,GREAT DANE,GUSSET - LANDING LEG,77,3,0,077-003-000
CL8450342,CROWN,REPAIR-KIT- CYLINDER,266,0,0,266-000-000
CLO24GA,MCKINLEY,PANEL,72,0,0,072-000-000
CM10086542,CONMET,ABS SERVICE KIT- TRCK,13,10,,013-010-000
CM130B,POWER PRODUCTS,"HANGER, MUDFLAP",14,14,7,014-014-007
CM230,FLEETCRAFT,CHROME HEX SPRING LOADED MUDFL,2,2,59,002-002-059
CM4X102,"STOUGHTON TRLS, INC.","CROSSMEMBER, TRAILER",14,1,7,014-001-007
CMB4X102UP,AURORA PARTS & ACCS,CROSSMEMBER-FRONT,77,1,3,077-001-003
CMB6X102UP,AURORA PARTS & ACCS,"6""X102"" STEEL CROSS MEMBER",77,1,3,077-001-003
CMB-ST02,AURORA PARTS & ACCS,"CLIP STO 1""X1"" CROSSMEMBER STE",77,12,6,077-012-006
CMI2520639C1RMN,NAVISTAR,"SENSOR, OUTLET, NOX, REMAN",43,7,219,043-007-219
CMI2523144C91RYD,NAVISTAR,"MODULE, PARTICULATE FILTER",43,6,17,043-006-017
CNN-100,MERSEN,FUSE 100A,30,0,,030-000-000
CNN-200,MERSEN,FUSE 200A,30,0,,030-000-000
CNN-250,MERSEN,FUSE 250A,30,0,,030-000-000
CNN-300,MERSEN,FUSE 300A,30,0,,030-000-000
CNN-350,MERSEN,FUSE 350A,30,0,,030-000-000
CNN400,COOPER INDS,FUSE - 400 AMP,266,0,0,266-000-000
CNN500,MERSEN,FUSE,55,0,0,055-000-000
CNR-HY03,HYUNDAI,CORNER RADIUS,71,2,4,071-002-004
CNR-HY149,AURORA PARTS & ACCS,"LINER, CORNER",71,2,4,071-002-004
CNR-TM01,AURORA PARTS & ACCS,CORNER RADIUS,71,2,4,071-002-004
COH 63741 0,FREIGHTLINER,"WINDSHIELD, LH ROPED",2,24,1,002-024-001
COH634400,FREIGHTLINER,WINDSHIELD,2,24,1,002-024-001
CP1001,"PACCAR, INC.",HVAC CONTROL,1,0,0,001-000-000
CP471,STANDARD,"PURGE SOLENOID, VAPOR CANISTER",44,16,5,044-016-005
CP5104,MURRAY TEMP CONTROL,"PUMP, WATER,",42,4,1,042-004-001
CP587,STANDARD MTR PROD,PURGE VALVE SOLENOID,43,1,167,043-001-167
CP596,STANDARD,"SOLENOID, PURGE VAPOR CANISTER",44,12,17,044-012-017
CP6009,O'REILLY AUTO PARTS,WATERPUMP,42,4,,042-004-000
CP758,STANDARD,PURGE VALVE,44,16,11,044-016-011
CP806,STANDARD,PURGE SOLENOID,44,16,5,044-016-005
CPJ-U104,RED WOLF,LICENSE PLATE HOLDER,51,0,0,051-000-000
CR00-67661ATR,ATRO POLYLAST,"BEARING, SELF ALIGNING CARRIER",25,1,187,025-001-187
CR600,POWER PRODUCTS,"CAP, HUB",18,2,2,018-002-002
CR700,POWER PRODUCTS,"CHROME HUB CAP, REAR",18,0,,018-000-000
CRK9079B,STANDARD MTR PROD,"BUSHING KIT, CAMSHAFT",13,2,31,013-002-031
CS1128R,OTR - OVER THE ROAD,"CAMSHAFT, RH",13,17,4,013-017-004
CS2428DGLQ,MERITOR WABCO,"CAMSHAFT-LH 1 1/2"" X 24 1/16",13,1,31,013-001-031
CS2428DGR,MERITOR WABCO,"CAMSHAFT-RH 1 1/2"" X 24 1/16",13,2,31,013-002-031
CS25-2,POWER PRODUCTS,"STRIPS, CONSPICUITY (PAIR)",14,14,12,014-014-012
CS35-2,POWER PRODUCTS,"HANGER, MUDFLAP ANGLED",2,2,59,002-002-059
CS41008,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",45,11,67,045-011-067
CS41043,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",45,11,67,045-011-067
CS41044,FLEETGUARD,"FILTER, OIL, CENTRIFUGE KIT",45,11,67,045-011-067
CS5506L,SILVERBACK DRUMS,CAMSHAFT,13,3,54,013-003-054
CS5507R,SILVERBACK DRUMS,"CAMSHAFT, RIGHT",13,3,54,013-003-054
CSS1155,ECHLIN INC.,"CAMSHAFT,POSITON,SENSOR",45,21,37,045-021-037
CSTCS4479,UTILITY,CROSS SHAFT,77,3,6,077-003-006
CT00001595,OTTAWA TRUCKS NA,"TUBE, AIR INTAKE",41,0,0,041-000-000
CT0564910170,CATERPILLAR TRACTOR,SPHERICAL BEARING,174,11,40,174-011-040
CT200LTRP,TRP,"CLAMP, CONSTANT TORQUE HD",53,8,7,053-008-007
CT250LTRP,PETERBILT MOTORS CO,HOSE CLAMP,42,0,0,042-000-000
CT350LTRP,TRP,"CLAMP, CONSTANT TORQUE",53,8,7,053-008-007
CT40006,CURTIS MFG,"BALL, 2 5/16 X 1 1/4 X 2",59,6,,059-006-000
CT64287,CONTITECH,"SPRING, AIR BAG",16,8,1,016-008-001
CT6434317200,CATERPILLAR TRACTOR,NUT,18,2,4,018-002-004
CT6434317300,CATERPILLAR TRACTOR,WASHER,53,7,8,053-007-008
CT9124401200,CATERPILLAR TRACTOR,SPACER,16,2,38,016-002-038
CT9144306200,CATERPILLAR TRACTOR,WASHER,53,7,8,053-007-008
CT9144306400,CATERPILLAR TRACTOR,OIL SEAL,18,2,5,018-002-005
CT9144400601,TOWMOTOR CAT TRACTOR,"LINK, STEER TIE BAR",16,7,18,016-007-018
CT9144401300,CATERPILLAR TRACTOR,RETAINER,18,1,53,018-001-053
CT9144401400,CATERPILLAR TRACTOR,DUST SEAL,24,2,30,024-002-030
CT9144401600,CATERPILLAR TRACTOR,OIL SEAL,18,1,4,018-001-004
CT9144401900,CATERPILLAR TRACTOR,BOOT,266,0,0,266-000-000
CT91A14-01440,TOWMOTOR CAT TRACTOR,"SWITCH, SEAT",266,0,0,266-000-000
CT91B4600315,TOWMOTOR CAT TRACTOR,"CABLE, FITTING",266,5,0,266-005-000
CT93A0100500,TOWMOTOR CAT TRACTOR,"GUARD, FAN",266,4,0,266-004-000
CT9436TRP,TRP PARTS,"CLAMP, CONSTANT TORQUE #36",42,2,174,042-002-174
CT9444TRP,"PACCAR, INC.",CONSTANT TORQUE CLAMP SS-2-5/1,53,8,7,053-008-007
CT97E04-02500,CATERPILLAR TRACTOR,"SHIM, KEY SWITCH",266,0,0,266-000-000
CT97G72-03100,TOYOTA,"SWITCH, EMERGENCY",266,5,0,266-005-000
CTF301605223,CATERPILLAR TRACTOR,OIL SEAL,18,1,4,018-001-004
CTF814032307,CATERPILLAR TRACTOR,BEARING CUP AND CONE,22,3,118,022-003-118
CTF814332207,CATERPILLAR TRACTOR,BEARING CUP AND CONE,22,3,118,022-003-118
CTF814332211,CATERPILLAR TRACTOR,BEARING,26,3,2,026-003-002
CTF814432307,CATERPILLAR TRACTOR,BEARING CUP AND CONE,22,3,118,022-003-118
CTT00001642,FREIGHTLINER,"SHOCK, ABSORBER",16,0,0,016-000-000
CTT00001755,OTTAWA TRUCKS NA,SIDE STEP FRAME BACKET,0,0,,000-000-000
CTT00001756,OTTAWA TRUCKS NA,SIDE STEP FRAME BRACKET,2,0,,002-000-000
CTT00001800,OTTAWA TRUCKS NA,"GASKET, COVER, FILTER, HYD",65,6,13,065-006-013
CTT00001818,OTTAWA TRUCKS NA,"FILTER, OIL, HYDRAULIC",59,36,14,059-036-014
CTT00001819,OTTAWA TRUCKS NA,"12V HYDRAULIC PUMP, CAB TILT",2,0,,002-000-000
CTT00001838,OTTAWA TRUCKS NA,"SWITCH, SIGNAL, TURN",34,3,16,034-003-016
CTT00001921,OTTAWA TRUCKS NA,"BOX, AIR INTAKE",41,0,0,041-000-000
CTT00001922,OTTAWA TRUCKS NA,"GASKET, EDGE TRIM",41,0,0,041-000-000
CTT00001923,OTTAWA TRUCKS NA,"BAFFLE, AIR INTAKE LOUVER",41,0,0,041-000-000
CTT00002103,OTTAWA TRUCKS NA,"BRAKE VALVE,BRAKE TREADLE BEND",13,10,57,013-010-057
CTT00002132,OTTAWA TRUCKS NA,"SWITCH, HEADLIGHT",34,1,7,034-001-007
CTT00002245,OTTAWA TRUCKS NA,FRONT TURN SIGNAL LAMP,34,3,57,034-003-057
CTT00002262,KALMAR LMV,"HORN,COMPRESSED,AIR,BLACK",50,0,0,050-000-000
CTT00002264,KALMAR LMV,"BRACKET,AIR,HORN",54,1,3,054-001-003
CTT00002323,OTTAWA TRUCKS NA,"SWITCH, PRESSURE, HIGH",1,1,242,001-001-242
CTT00002390,OTTAWA TRUCKS NA,"SPEAKER, ASSY",52,3,3,052-003-003
CTT00002611,KALMAR LMV,"SPRING, LEAF, FRONT",16,2,1,016-002-001
CTT00002703,OTTAWA TRUCKS NA,"FENDER, RIGHT SIDE",14,11,0,014-011-000
CTT00002704,OTTAWA TRUCKS NA,ENGINE HOUSING ASSM CAB,65,6,0,065-006-000
CTT00002732,OTTAWA TRUCKS NA,WINDOW REGULATOR,2,20,4,002-020-004
CTT00002739,KALMAR LMV,"WINDOW,SIDE,PANEL,FORWARD",2,24,8,002-024-008
CTT00002741,KALMAR LMV,"SPACER,WINDOW,MOUNTING",2,24,21,002-024-021
CTT00003052,OTTAWA TRUCKS NA,DEF SUCTION HOSE,43,7,96,043-007-096
CTT00003053,OTTAWA TRUCKS NA,DEF THROTTLE HOSE,43,7,96,043-007-096
CTT00003510,OTTAWA TRUCKS NA,"WINDOW, REAR PANEL",2,63,0,002-063-000
CTT00003915,OTTAWA TRUCKS NA,"BRACKET, HEADLIGHT, MOUNT",34,1,58,034-001-058
CTT00005334,OTTAWA TRUCKS NA,SPACER,71,1,1,071-001-001
CTT00006949,OTTAWA TRUCKS NA,PLATFORM,2,0,,002-000-000
CTT00007432,OTTAWA TRUCKS NA,PRESSURE SWITCH,40,0,0,040-000-000
CTT00007680,OTTAWA TRUCKS NA,SKIRT,0,0,0,000-000-000
CTT00007682,OTTAWA TRUCKS NA,"ASSEMBLY, PANEL",174,1,213,174-001-213
CTT0000776OTT,OTTAWA TRUCKS NA,EXHAUST PIPE,43,2,1,043-002-001
CTT00007814,OTTAWA TRUCKS NA,EXHAUST SHIELD,43,0,0,043-000-000
CTT00008812,KALMAR LMV,"FIFTH WHEEL , PLATE",14,0,0,014-000-000
CTT00009033,KALMAR LMV,"MOUNTING,POST,CORNER,BRACKET",2,10,27,002-010-027
CTT00009075,KALMAR LMV,"MODULE,CONTROL PANEL",0,0,0,000-000-000
CTT00009100,KALMAR LMV,"HARNESS, WIRE",30,0,0,030-000-000
CTT00009116,OTTAWA TRUCKS NA,WIRING HARNESS - BLOWER SWITCH,30,0,0,030-000-000
CTT00009146,INTERNATIONAL,WIPER MOTOR,2,35,5,002-035-005
CTT00009244,OTTAWA TRUCKS NA,DEF PUMP,43,6,,043-006-000
CTT00023718,OTTAWA TRUCKS NA,"SEAT, DRIVER",2,37,16,002-037-016
CTT00024501OTT,KALMAR LMV,MODULE,37,1,1,037-001-001
CTT00025677,OTTAWA TRUCKS NA,ACTUATOR AIR INTAKE HEATER,41,0,0,041-000-000
CTT00025824,KALMAR LMV,"ASSY, DRAGLINK",15,4,10,015-004-010
CTT00026746,OTTAWA TRUCKS NA,"TANK, ASSY, DEF, W/HEADER",43,7,1,043-007-001
CTT00026798OOT,OTTAWA TRUCKS NA,CLAMP,71,0,0,071-000-000
CTT0002737,OTTAWA TRUCKS NA,REGULATOR,16,22,0,016-022-000
CTT0007291,OTTAWA TRUCKS NA,WASHER RESERVOIR,2,35,,002-035-000
CTT3994,OTTAWA TRUCKS NA,WIPER BLADES,2,35,15,002-035-015
CTTA 150AH 142XN,GENERAL ELECTRIC CO.,CONTACTOR 100A 36/48V,30,0,,030-000-000
CTW205011106,TOWMOTOR CAT TRACTOR,"ASSEMBLY, POLY WHEEL",266,0,0,266-000-000
CU079001,FREIGHTLINER,"RADIATOR, CORE AND TANK",42,2,1,042-002-001
CU2791,AUTO-VEHICLE PARTS,RADIATOR,42,2,,042-002-000
CUM1078,FLEXFAB,"HOSE, AIR INTAKE, COMPRESSOR",13,9,102,013-009-102
CV50626,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV50628,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV50633,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV50634,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV50900,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV52001,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV52055,FLEETGUARD,"FILTER, VENTILATION, CRANKCASE",45,14,7,045-014-007
CV6Z 9D289,FORD MOTOR CO,FUEL TUBE ASSY.,44,0,0,044-000-000
CV6Z-17673-A,FORD MOTOR CO,"GROMMET, SEALING",2,35,101,002-035-101
CV6Z-19N619-A,FORD MOTOR CO,"FILTER, AIR, CABIN",1,1,219,001-001-219
CV6Z-2001-P,FORD MOTOR CO,"PADS, BRKAE, FRONT",13,1,139,013-001-139
CV6Z-2200-A,FORD MOTOR CO,"PADS, BRAKE, REAR",13,2,137,013-002-137
CV6Z-5422404-DA,FORD MOTOR CO,"ASSY, DOOR HANDLE",2,23,2,002-023-002
CV6Z-8A080-C,FORD MOTOR CO,TANK ASSY - RADIATOR OVERFLOW,42,2,,042-002-000
CV6Z-9601-A,FORD MOTOR CO,"FILTER, AIR, ENGINE",41,1,5,041-001-005
CV6Z-9D289-T,FORD MOTOR CO,VAPOR CANISTER PURGE VALVE,43,1,172,043-001-172
CVS115,STANDARD,"SOLENOID, VAPOR CANISTOR VENT",1,1,472,001-001-472
CWC-7004,PROLINE,"KIT, HEAD LIGHT CONVERSION",34,1,30,034-001-030
CX2360,MOTORCRAFT CORP.,"VALVE, PURGE, VAPOUR CANISTER",44,16,11,044-016-011
CX2695,FORD MOTOR CO,VALVE ASSY,1,0,,001-000-000
CYFS-12Y-T6,FORD MOTOR CO,"PLUG, SPARK",33,3,5,033-003-005
CYL-COMP,FONTAINE FIFTH WHEEL,"CYLINDER, AIR, FIFTH, WHEEL",16,8,53,016-008-053
D-1,OREILLY AUTO PARTS,AUTOMATIC TRANSMISSON FLUID,53,999,7,053-999-007
D1029-2932,DYNACRAFT,"HOSE, HEATER - SILICONE 3/8""",1,2,0,001-002-000
D1029-2965,PETERBILT MOTORS CO,HOSE- HEATER BLUE 10X400,1,2,26,001-002-026
D1030-2364,KENWORTH TRUCK CO,"HOSE, RADIATOR",42,2,86,042-002-086
D1030-2468,KENWORTH TRUCK CO,"HOSE, RADIATOR, #24 BLUE",42,2,148,042-002-148
D1030-2508,"PACCAR, INC.","HOSE, RADIATOR",42,2,148,042-002-148
D1030-2585,DYNACRAFT,"HOSE. RADIATOR 2 1/4""",42,4,61,042-004-061
D1030-2728,DYNACRAFT,"HOSE, 3"" RADIATOR",42,2,135,042-002-135
D1030-3625,DYNACRAFT,"HOSE, HEATER",1,2,,001-002-000
D1030-3755,"PACCAR, INC.",HOSE HEATER #12X25 J20R3,1,1,171,001-001-171
D1030-3950,FREIGHTLINER,"HOSE, HEATER",42,4,,042-004-000
D1099-2415,EATON CORP,"HOSE, 5TH WHEEL COILED",59,1,0,059-001-000
D1369-TLP200,TUFFLINE,DISC BRAKE PADS,13,13,,013-013-000
D1369-TLP400V,TUFFLINE,"PADS, BRAKE, AIR DISC, ADB22X",13,17,3,013-017-003
D140059,"PACCAR, INC.","HOUSING, AIR CLEANER",41,1,26,041-001-026
D140069,"PACCAR, INC.",AIR CLEANER,41,1,,041-001-000
D1565A,BRAKEBEST,"PADS, BRAKE, REAR",13,2,137,013-002-137
D1777-02,OTR - OVER THE ROAD,DISC PAD KIT,13,1,29,013-001-029
D1777H-TLP200,TUFFLINE,"PADS, BRAKE, AIR DISC, MAXX22T",13,17,3,013-017-003
D21-6024,"PACCAR, INC.","THROTTLE PEDAL, ELECTIC",44,7,32,044-007-032
D2S,O'REILLY AUTO PARTS,"LIGHT BULB, CLEAR D2S HID",34,0,0,034-000-000
D50-1060,"PACCAR, INC.",HOSE REDUCER,42,0,,042-000-000
D61-6005-002,PETERBILT MOTORS CO,STARTER,32,2,1,032-002-001
D61-6005-004,"PACCAR, INC.","MOTOR, STARTER",32,2,1,032-002-001
D65-1030-2YEL,"PACCAR, INC.","DIPSTICK,37.38""MX",40,0,0,040-000-000
D70Z-19A563-A,FORD MOTOR CO,"VALVE, VACUUM",56,3,15,056-003-015
D7-262,DEXTER AXLE CO,"STUD,1/2"",PRESS,IN",11,1,49,011-001-049
D84-1000-3122860,"PACCAR, INC.",12 RIB POLY BELT,42,3,10,042-003-010
D84-1000-6082097,KENWORTH TRUCK CO,"BELT, SERPENTINE, MICRO-V",31,1,26,031-001-026
D84-1000-6122160,"PACCAR, INC.","BELT, ENDURANCE/ POLU, 12 RIBS",45,2,73,045-002-073
D84-1000-9061535,DYNACRAFT,"BELT, ENGINE",40,0,0,040-000-000
