PART,MANUFACTURER,DESCRIPTION,NOTES,Review Notes,MANF_PARTMFR,MANF_PARTMFR_NAME,MANF_PARTNUMBER,Match,MANF_SPARTNUMBER,VMRS,SYSTEM_,ASSEMBLY_,COMPONENT_
HLRK-10689-2,HOLLAND HITCH CO.,KIT ILS B,,,SAFHL,SAF-HOLLAND INC.,RK-10689-2,0.0,RK106892,059-001-021,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,MOUNTING BRACKET - LOWER COUPLER PLATE
RK-10689-2,TRUCK PRO,KIT ILS BRACKET,,,SAFHL,SAF-HOLLAND INC.,RK-10689-2,1.0,RK106892,059-001-021,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,MOUNTING BRACKET - LOWER COUPLER PLATE
A12-26539-008,FREIGHTLINER,5TH WHEEL AIR SLIDE DASH VALVE,,,FRGHT,FREIGHTLINER CORPORATION,A12-26539-008,1.0,A1226539008,059-001-023,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,ACTUATING VALVE - AIR CYLINDER
FON/KIT-SPRING,FONTAINE TRK EQPT,"KIT, FIFTH WHEEL SPRING",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KIT-SPRING,0.0,KITSPRING,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
JSTC10717P42,JOST INTERNATIONAL,"KIT, FOOT PAD",,,JOSTI,JOST INTERNATIONAL,C10717P42,0.0,C10717P42,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
KP153,JOST INTERNATIONAL,"BUSHING KIT, 5TH WHEEL",,,AUTMN,"AUTOMANN, INC",KP153,1.0,KP153,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
RK-04413,SAF HOLLAND USA,KIT 5TH WHEEL,,,SAFHL,SAF-HOLLAND INC.,RK-04413,1.0,RK04413,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
RK-351-A-L,SAF HOLLAND USA,KIT REBUILD,,,SAFHL,SAF-HOLLAND INC.,RK-351-A-L,1.0,RK351AL,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
SK73221-50,PETERBILT MOTORS CO,KIT-MINOR REBUILD,,,JOSTI,JOST INTERNATIONAL,SK73221-50,1.0,SK7322150,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
SPK0056,SAF HOLLAND USA,ARM SLIDERS REPAIR KIT,,,SAFHL,SAF-HOLLAND INC.,SPK0056,1.0,SPK0056,059-001-032,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REPAIR KIT - LOWER COUPLER ASSEMBLY, FIFTH WHEEL"
BINPP0020-18,SAF HOLLAND USA,SPRING,,,SAFHL,SAF-HOLLAND INC.,PP0020-18,0.0,PP002018,059-001-040,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"SPRING - LOCKING PIN, SLIDE RELEASE MECHANISM"
FW35Z800XL00,HOLLAND HITCH CO.,FIFTH WHEEL,,,SAFHL,SAF-HOLLAND INC.,FW35Z800XL00,1.0,FW35Z800XL00,059-001-045,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"MOUNTING OR BASE PLATE - FIXED OR SLIDING, LOWER COUPLER ASSEMBLY"
BSH-LLB,FONTAINE TRLS,"BUSH, LINING, KIT",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,BSH-LLB,1.0,BSHLLB,059-001-079,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,BUSHING - MOUNTING SHOE
PL1006,ATRO POLYLAST,BUSHING,,,ATROX,"ATRO ENGINEERED SYSTEMS, INC,",PL1006,1.0,PL1006,059-001-079,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,BUSHING - MOUNTING SHOE
22-41957-000,FREIGHTLINER,"ANGLE, STEEL, 5TH WHEEL",,,FRGHT,FREIGHTLINER CORPORATION,22-41957-000,1.0,2241957000,059-001-084,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,ANGLE MOUNT
22-43581-001,FREIGHTLINER,"5TH WHEEL, ANGLE HLD 24.5, 8M",,,FRGHT,FREIGHTLINER CORPORATION,22-43581-001,1.0,2243581001,059-001-084,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,ANGLE MOUNT
22-44335-005,FREIGHTLINER,"ANGLE, BODY MOUNT  F/L SUSP",,,FRGHT,FREIGHTLINER CORPORATION,22-44335-005,1.0,2244335005,059-001-084,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,ANGLE MOUNT
A06-1000,KENWORTH TRUCK CO,RAMP 5TH WHEEL,,,PACCR,PACCAR CORPORATION,A06-1000,1.0,A061000,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
A06-1000R,KENWORTH TRUCK CO,RAMP-5TH WHEEL,,,PACCR,PACCAR CORPORATION,A06-1000R,1.0,A061000R,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
A22-45188-001,FREIGHTLINER,RAMP - WEB MT 100 HI FLN,,,FRGHT,FREIGHTLINER CORPORATION,A22-45188-001,1.0,A2245188001,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
A22-48295-000,FREIGHTLINER,"FIFTH,WHEEL,RAMP,LH",,,FRGHT,FREIGHTLINER CORPORATION,A22-48295-000,1.0,A2248295000,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
A22-76556-000,FREIGHTLINER,"RAMP, FLANGE, MOUNT, 70MM",,,FRGHT,FREIGHTLINER CORPORATION,A22-76556-000,1.0,A2276556000,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
A22-76560-003,FREIGHTLINER,RAMP,,,FRGHT,FREIGHTLINER CORPORATION,A22-76560-003,1.0,A2276560003,059-001-085,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RAMP - FIFTH WHEEL
022028,"VELVAC, INC.","HOSE, AIR, SLIDER, 5TH WHEEL",,,VELVC,"VELVAC, INC.",022028,1.0,022028,059-001-086,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,HOSE - AIR CYLINDER
8022408,VOLVO,BRACKET,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",8022408,1.0,8022408,059-001-086,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,HOSE - AIR CYLINDER
8059447,VOLVO,5TH WHEEL COIL AIR LINE,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",8059447,1.0,8059447,059-001-086,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,HOSE - AIR CYLINDER
RK-171-12310,SAF HOLLAND USA,BRACK PINS AND CUSHIONS,,,SAFHL,SAF-HOLLAND INC.,RK-171-12310,1.0,RK17112310,059-001-097,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"CUSHION - TIE ROD, OSCILLATING FIFTH WHEEL BASE"
2506711C91,INTERNATIONAL,"SOLENOID, AIR VALVE",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2506711C91,1.0,2506711C91,059-001-117,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,REPAIR - ACTUATING VALVE KIT
3270-2,FREIGHTLINER,VALVE-5WHEEL SLIDE,,,GTDVC,GT DEVELOPMENT CORPORATION,3270 2,0.0,32702,059-001-119,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,SWITCH - FIFTH WHEEL SLIDE
10402720,SIMPLEX,"TOP PLATE, W/ PINS & PADS",,,SAFHL,SAF-HOLLAND INC.,10402720,1.0,10402720,059-001-131,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - RAMP, FIFTH WHEEL"
3093345,SAF HOLLAND USA,FIFTH WHEEL,,,MACKX,"MACK TRUCKS, INC.",3093345,1.0,3093345,059-001-131,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - RAMP, FIFTH WHEEL"
FON SLTPL 7000,FREIGHTLINER,5TH WHEEL TOP PLATE,,,FRGHT,FREIGHTLINER CORPORATION,FON SLTPL 7000,1.0,FONSLTPL7000,059-001-131,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - RAMP, FIFTH WHEEL"
KITRPR6000L,FREIGHTLINER,5TH WHEEL KIT *D,,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KITRPR6000L,1.0,KITRPR6000L,059-001-131,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - RAMP, FIFTH WHEEL"
RKT2,"HOLLAND EQPT, LTD.","KIT, INSERT  5TH WHEEL",UNABLE TO VERIFY,,,,,,,059-001-134,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"INSERT - POCKET, FIFTH WHEEL"
JOSSK7900200,JOST INTERNATIONAL,5TH WHEEL CUSHION,,,JOSTI,JOST INTERNATIONAL,SK7900200,0.0,SK7900200,059-001-134,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"INSERT - POCKET, FIFTH WHEEL"
SK3105-92,JOST INTERNATIONAL,FIFTH WHEEL CUSHION,,,JOSTI,JOST INTERNATIONAL,SK3105-92,1.0,SK310592,059-001-134,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"INSERT - POCKET, FIFTH WHEEL"
SK79002-00,JOST INTERNATIONAL,STEEL CUSHION RING,,,JOSTI,JOST INTERNATIONAL,SK7900200,0.0,SK7900200,059-001-134,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"INSERT - POCKET, FIFTH WHEEL"
460SPC,FRANKLIN TRUCK PARTS,FIFTH WHEEL,UNABLE TO VERIFY,,,,,,,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
AMKP7501302,AUTOMANN,"FIFTH WHEEL, KIT",,,AUTMN,"AUTOMANN, INC",KP7501302,0.0,KP7501302,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
FW35H724XL00,SAF HOLLAND USA,"ASSEMBLY, FIFTH WHEEL",,,SAFHL,SAF-HOLLAND INC.,FW35H724XL00,1.0,FW35H724XL00,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
FW35J724XL100,NEW HOLLAND N.A.,"FIFTH,WHEEL,ASSEMBLY",,,SAFHL,SAF-HOLLAND INC.,FW35J724XL100,1.0,FW35J724XL100,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
FW35J812XL00,SAF HOLLAND USA,WHEEL FIFTH ASSY,,,SAFHL,SAF-HOLLAND INC.,FW35J812XL00,1.0,FW35J812XL00,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
FW35J824XL00,SAF HOLLAND USA,5TH WHEEL ASSM,,,SAFHL,SAF-HOLLAND INC.,FW35J824XL00,1.0,FW35J824XL00,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
FW35J924XL00,SAF HOLLAND USA,5TH WHEEL ASSEMBLY,,,SAFHL,SAF-HOLLAND INC.,FW35J924XL00,1.0,FW35J924XL00,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
J043190,KALMAR LMV,"5TH,WHEEL,REBUILD,KIT",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",J043190,1.0,J043190,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
SL7FMAD692,NAVISTAR,"LEFT HAND CAST, FMA 7.375",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SL7FMAD692,1.0,SL7FMAD692,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
SL7LWB725024,NAVISTAR,"LH 7000,FIFTH WHEEL, LEFT HAND",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SL7LWB725024,1.0,SL7LWB725024,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
SL7LWB7250274,FONTAINE FIFTH WHEEL,LH 700 FIFTH WHEEL MOUT,,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SL7LWB725024,0.0,SL7LWB725024,059-001-135,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,FIFTH WHEEL ASSEMBLY
90035836,OTTAWA TRUCKS NA,"JAW, RELEASE, REPAIR, KIT",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",90035836,1.0,90035836,059-001-149,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REBUILD KIT - JAW, FIFTH WHEEL"
KITRX67NTL,FONTAINE FIFTH WHEEL,"REBUILD KIT, MAJOR, FIFTH WHEE",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KITRX67NTL,1.0,KITRX67NTL,059-001-149,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REBUILD KIT - JAW, FIFTH WHEEL"
SK73221-50Z,JOST INTERNATIONAL,"CUSHION,RING,LOCK,JAW,KIT",,,JOSTI,JOST INTERNATIONAL,SK73221-50Z,1.0,SK7322150Z,059-001-149,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REBUILD KIT - JAW, FIFTH WHEEL"
SK75013 00,JOST INTERNATIONAL,"REBUILD KIT, 5TH WHEEL",,,JOSTI,JOST INTERNATIONAL,SK75013 00,1.0,SK7501300,059-001-149,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"REBUILD KIT - JAW, FIFTH WHEEL"
JO43192,JOST INTERNATIONAL,5TH WHEEL BUSHING KIT,UNABLE TO VERIFY,,,,,,,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
K130UB,JOST INTERNATIONAL,"BUSHING, FIFTH WHEEL",UNABLE TO VERIFY,,,,,,,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
3889XB00112,"HOLLAND, THE J. H.",FIFTH WHEEL PIN & BUSHING KIT,,,SAFHL,SAF-HOLLAND INC.,XB-0011-2,0.0,XB00112,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
460XB-0011-2,FREIGHTLINER,CUSHION RUBBER,,,SAFHL,SAF-HOLLAND INC.,XB-0011-2,0.0,XB00112,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
460XB-0012-3,HOLLAND HITCH CO.,FIFTH WHEEL CUSHION,,,SAFHL,SAF-HOLLAND INC.,XB-0012-3,0.0,XB00123,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
GAFF40140,KENWORTH TRUCK CO,"BUSHING, FIFTH WHEEL",,,MERTR,MERITOR INC.,GAFF40140,1.0,GAFF40140,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
SK7501403,JOST INTERNATIONAL,"KIT, BUSHING",,,JOSTI,JOST INTERNATIONAL,SK7501403,1.0,SK7501403,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
XB0011-2,KENWORTH TRUCK CO,RUBBER-1F5,,,SAFHL,SAF-HOLLAND INC.,XB-0011-2,0.0,XB00112,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
XB00123,SAF HOLLAND USA,"BUSHING, CUSH",,,SAFHL,SAF-HOLLAND INC.,XB-0012-3,0.0,XB00123,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
XB-10605,SAF HOLLAND USA,"CUSHION, FIFTH WHEEL",,,SAFHL,SAF-HOLLAND INC.,XB-10605,1.0,XB10605,059-001-151,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BUSHING - PIVOT, FIFTH WHEEL TOP PLATE"
FON KIT PIN LLB,FONTAINE FIFTH WHEEL,"KIT, PIN PUSHINGS LINERS",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KIT PIN LLB,0.0,KITPINLLB,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
JOSSK7501401,JOST INTERNATIONAL,"KIT, BRACKET",,,JOSTI,JOST INTERNATIONAL,SK7501401,0.0,SK7501401,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
KITPINLLB,FONTAINE FIFTH WHEEL,BUSHINGS AND LINER,,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KIT PIN LLB,0.0,KITPINLLB,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
OWCTT00001636,OTTAWA TRUCKS NA,PIN,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",CTT00001636,0.0,CTT00001636,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
OWCTT00001638,OTTAWA TRUCKS NA,PIN,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",CTT00001638,0.0,CTT00001638,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
RFSK7501401,RIG FORCE,"BUSHING, KIT FIFTHWHEEL",,,JOSTI,JOST INTERNATIONAL,SK7501401,0.0,SK7501401,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
SK75014-01,JOST INTERNATIONAL,"KIT, BRACKET",,,JOSTI,JOST INTERNATIONAL,SK7501401,0.0,SK7501401,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
SK75014-06,JOST INTERNATIONAL,5TH WHEEL PIVOT PIN & BUSH KIT,,,JOSTI,JOST INTERNATIONAL,SK75014-06,1.0,SK7501406,059-001-152,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - PIVOT, FIFTH WHEEL TOP PLATE"
SK73121-55,JOST INTERNATIONAL,"RING,BOLT",,,JOSTI,JOST INTERNATIONAL,SK73121-55,1.0,SK7312155,059-001-153,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"BOLTS - CUSHION RING, FIFTH WHEEL"
63016,REESE MANUFACTURING,"PINTLE,HOOK,60,000 LB",,,CEQNT,CEQUENT TRAILER PRODUCTS,63016,1.0,63016,059-002-001,VEHICLE COUPLING SYSTEM,PINTLE HOOK ASSEMBLY,HOOK - PINTLE
90032982,OTTAWA TRUCKS NA,"PINTLE,HOOK",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",90032982,1.0,90032982,059-002-001,VEHICLE COUPLING SYSTEM,PINTLE HOOK ASSEMBLY,HOOK - PINTLE
2848DAT,MASTER LOCK,RECIEVER / COUPLER LOCK,,,MSTLK,MASTER LOCK,2848DAT,1.0,2848DAT,059-002-032,VEHICLE COUPLING SYSTEM,PINTLE HOOK ASSEMBLY,LOCK - HITCH TO CROSS MEMBER
R15-23338-002,FREIGHTLINER,HOOK-FRON,,,FRGHT,FREIGHTLINER CORPORATION,R15-23338-002,1.0,R1523338002,059-003-001,VEHICLE COUPLING SYSTEM,TOW HOOKS,"HOOK - SAFETY, TOW"
R15-23338-012,FREIGHTLINER,"HOOK,TOW",,,FRGHT,FREIGHTLINER CORPORATION,R15-23338-012,1.0,R1523338012,059-003-001,VEHICLE COUPLING SYSTEM,TOW HOOKS,"HOOK - SAFETY, TOW"
A15-27959-012,FREIGHTLINER,"HOUSING, TOW LEFTHAND",,,FRGHT,FREIGHTLINER CORPORATION,A15-27959-012,1.0,A1527959012,059-003-006,VEHICLE COUPLING SYSTEM,TOW HOOKS,BRACKET - TOW HOOK
800P-15-829,PREMIER MFG.,"DOLLY,JACK",,,PRMMF,PREMIER MFG.,800P-15-829,1.0,800P15829,059-004-004,VEHICLE COUPLING SYSTEM,DRAWBAR,TONGUE JACK - DRAWBAR
CTA400,DEXTER AXLE CO,TRAILER COUPLER ADJUSTABLE,,,DXTER,DEXTER AXLE COMPANY,CTA400,1.0,CTA400,059-006-000,VEHICLE COUPLING SYSTEM,TOWING HITCH,
7375,TOW SMART,"BALL, TOWING, 2-5/15""",UNABLE TO VERIFY,,,,,,,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
GH15011,BWD-OREILLYS,ADJUSTABLE BALL HITCH MOUNT,UNABLE TO VERIFY,,,,,,,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
21330,REESE MANUFACTURING,"MOUNT, BALL",,,REESE,REESE PRODUCTS,21330,1.0,21330,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
7033920,REESE MANUFACTURING,"BALL , HITCH",,,REESE,REESE PRODUCTS,7033920,1.0,7033920,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
7068820,REESE MANUFACTURING,"MOUNT, BALL",,,REESE,REESE PRODUCTS,7068820,1.0,7068820,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
CT40006,CURTIS MFG,"BALL, 2 5/16 X 1 1/4 X 2",,,CRTHI,CURT MANUFACTURING,40006,0.0,40006,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
PTW0005,POWER TORQUE,HITCH BALL,,,ORELY,O'REILLY AUTO PARTS,PTW0005,1.0,PTW0005,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
PTW0008,POWER TORQUE,BALL MOUNT,,,ORELY,O'REILLY AUTO PARTS,PTW0008,1.0,PTW0008,059-006-001,VEHICLE COUPLING SYSTEM,TOWING HITCH,HITCH - BALL
BWTS10040,BWD-OREILLYS,MOUNT ADJUSTABLE,UNABLE TO VERIFY,,,,,,,059-006-003,VEHICLE COUPLING SYSTEM,TOWING HITCH,TRAILER HITCH ASSEMBLY
2478100,TITAN,DRUM BRAKE HITCH,,,TTNID,TITAN INDUSTRIES,2478100,1.0,2478100,059-006-003,VEHICLE COUPLING SYSTEM,TOWING HITCH,TRAILER HITCH ASSEMBLY
EK4Z-19D520-A,FORD MOTOR CO,"TRAILER  HITCH, ASSEMBLY",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",EK4Z-19D520-A,1.0,EK4Z19D520A,059-006-003,VEHICLE COUPLING SYSTEM,TOWING HITCH,TRAILER HITCH ASSEMBLY
PTW0018,REESE MANUFACTURING,"TOWING HITCH, TORQUE",,,REESE,REESE PRODUCTS,PTW0018,1.0,PTW0018,059-006-003,VEHICLE COUPLING SYSTEM,TOWING HITCH,TRAILER HITCH ASSEMBLY
737,TOW SMART,"RECEIVER, CLASS 4, 2"" DROP",UNABLE TO VERIFY,,,,,,,059-006-018,VEHICLE COUPLING SYSTEM,TOWING HITCH,"ADAPTER - RECEIVER, TRAILER HITCH"
RTA302,BUYERS PROD CO.,"ADAPTER, HITCH, 3"" TO 2""",,,BYRPR,BUYERS PRODUCTS CO.,RTA302,1.0,RTA302,059-006-018,VEHICLE COUPLING SYSTEM,TOWING HITCH,"ADAPTER - RECEIVER, TRAILER HITCH"
1214,TOW SMART,"PIN, RECEIVER, 5/8""",UNABLE TO VERIFY,,,,,,,059-010-009,VEHICLE COUPLING SYSTEM,TOW BAR COMPONENTS,"PIN - HITCH, REAR ATTACHING BRACKET, TOW BAR"
23-12012-003,FREIGHTLINER,"PIN, HITCH, 3/8X1-1/8 P",,,FRGHT,FREIGHTLINER CORPORATION,23-12012-003,1.0,2312012003,059-010-009,VEHICLE COUPLING SYSTEM,TOW BAR COMPONENTS,"PIN - HITCH, REAR ATTACHING BRACKET, TOW BAR"
946029-1,IMPERIAL SUPPLIES,HITCH PIN,,,IMPER,IMPERIAL PRODUCTS,946029-1,1.0,9460291,059-010-009,VEHICLE COUPLING SYSTEM,TOW BAR COMPONENTS,"PIN - HITCH, REAR ATTACHING BRACKET, TOW BAR"
